Material,Material Description,Part_id,hi1,hi2,hi3,Ki1,Ki2,Ki3,pi1,pi2,pi3,pi4,pi5,pi6,pi7,pi8,pi9,pi10,pi11,pi12,pi13,pi14,pi15,pi16,pi17,pi18,pi19,pi20,Di1,di1,Ii,Ci1,Ci2,Ci3,SOH
98-290330404,"CHAIN, CNVR-1 PT  3.5PT",1,"4,371","5,168","5,696","524,565","620,181","683,511","2,623","2,623","2,623","2,623","2,623","2,623","2,623","2,623","2,623","2,623","2,623","2,623","2,623","2,623","2,623","2,623","2,623","2,623","2,623","2,623",17698,480,"9,442,170,000","20,000","20,000","20,000",1564
